"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","ZCTA5CE20","GEOID20","CLASSFP20","MTFCC20","FUNCSTAT20","ALAND20","AWATER20","INTPTLAT20","INTPTLON20","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
1635,"Known","Bergstrom Air Force Base","Texas",NA,"Military","Groundwater",2016,2260,1980,4240,11869,"AFFF used at Former Bergstrom Air Force Base from 1942 to 1991 (Air Force 06.30.2016)","https://drive.google.com/file/d/1qI2WMukKonzoWG9rIgtL9KDpvAKOlX7V/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/1/folders/1Hy8bzJShXQU2kAGlPt0t96HFiDJEmWl6?ths=true","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Bergstrom Air Force Base, Texas",30.19,-97.66,"Bergstrom Air Force Base, Texas","Bergstrom Air Force Base, TX",NA,"Bing Maps","MilitaryBase","78719","78719","B5","G6350","S",51201078,13,30.139718,-97.6726152,"ZCTA5 78719",1803,1347,296,110,0,0,0,0,50,39.1,49917,144,1424,311,1709,858,851,310,850,1,0,NA
1650,"Known","Sheppard Air Force Base","Texas",NA,"Military","Groundwater",2018,140000,550000,650000,3502600,"AFFF used at Sheppard Air Force Base","https://drive.google.com/file/d/1NpBfLXjtuz4-s8jgx5OaDLpLp_8iIjgp/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1qwhcJ_G-q5dfNs4tEfFz0QeNupltkJjo",NA,"Sheppard Air Force Base, Texas",33.98,-98.49,"Sheppard Air Force Base, Texas","Sheppard Air Force Base, TX",NA,"Bing Maps","MilitaryBase","76305","76305","B5","G6350","S",564391637,2120241,34.0061932,-98.3876873,"ZCTA5 76305",4285,445,3567,6,19,130,0,31,87,47.8,66070,377,4100,143,4139,3897,242,79,177,15,50,NA
1651,"Known","Camp Williams","Utah",NA,"Military","Drinking Water",2018,3,2,5,30,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg",NA,"Camp Williams, Utah",43.92,-90.26,"Camp Williams, Utah","Camp Williams, WI",NA,"Bing Maps","LandmarkBuilding","54618","54618","B5","G6350","S",246222629,3839426,43.963629,-90.2858544,"ZCTA5 54618",2319,165,2052,27,18,39,0,4,14,36.5,67143,251,2262,40,2170,2052,118,42,33,35,48,NA
1652,"Known","Hill Air Force Base","Utah",NA,"Military","Groundwater",2021,11000,54000,62200,64900,"AFFF used at Hill Air Force Base","https://drive.google.com/file/d/1RabKFY9pdhm-DIsmxGBPXOssyvTzy_2r/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","https://www.wqpmag.com/coronavirus-covid-19/utah-military-bases-show-pfas-contamination","https://drive.google.com/drive/u/0/folders/1xybbOCa5C3sUYR3PpkRC6pE-fsMUZtt8","https://drive.google.com/drive/u/0/folders/19yDin9kf-TuQpzZ9Q4AYgihdGfi-NSMU","Hill Air Force Base, Utah",41.11,-111.98,"Hill Air Force Base, Utah","Hill Air Force Base, UT",NA,"Bing Maps","MilitaryBase","84056","84056","B5","G6350","S",24963038,61904,41.1291265,-111.9919303,"ZCTA5 84056",3568,457,2526,213,0,93,77,2,200,22.7,58056,691,3148,121,2981,2753,228,69,119,18,91,NA
1653,"Known","Salt Lake City International Airport","Utah","Utah Air National Guard Base","Military","Groundwater",2018,29000,110000,139000,541700,"AFFF used at Salt Lake City International Airport / Utah Air National Guard Base","https://drive.google.com/file/d/1Dg9KY12O2vDkW5ixw-aGV9DFcXlvz8YS/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1VQxKT8mUcaFb8ySZQjvpvJqSw8IkB-8z",NA,"Salt Lake City International Airport, Utah",40.79,-111.97,"Salt Lake City International Airport, Utah","Salt Lake City International Airport, UT",NA,"Bing Maps","Airport","84116","84116","B5","G6350","S",136875241,82211381,40.8672379,-112.0250948,"ZCTA5 84116",34588,14752,12783,1349,406,2440,1591,23,1244,30.8,53330,3932,24205,10107,32099,16992,15107,6722,10751,1212,2420,NA
1655,"Known","Barre City Wastewater Treatment Facility","Vermont",NA,"WWTP","Wastewater",2021,3,1,4,37,NA,"2021-PFAS-Surface-Water-Fish-Tissue-and-WWTF-Effluent-Monitoring-Report.pdf (vermont.gov)","PFAS in Surface Waters | Department of Environmental Conservation (vermont.gov)",NA,NA,"https://drive.google.com/drive/folders/1G1GcJpNHrf5-ri4SYS6Kd29Sv84-oml1","Barre City Wastewater Treatment Facility, Vermont",44.2,-72.5,"Barre City Wastewater Treatment Facility, Vermont","Barre, VT",NA,"Bing Maps","city/town","05641","05641","B5","G6350","S",173612083,982054,44.1854797,-72.4535928,"ZCTA5 05641",16326,291,15315,206,1,40,0,72,401,45.7,58483,1845,16112,200,15709,15220,489,88,75,392,22,NA
1659,"Known","BFI Sanitary Landfill (Rockingham)","Vermont",NA,"Landfill","Unknown",NA,NA,NA,NA,NA,"Identified by the Environmental Protection Agency (EPA) as having PFAS contamination. Provided to the Senate Committee on Environment and Public Works.",NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101475",NA,NA,"BFI Sanitary Landfill (Rockingham), Vermont",43.18,-72.48,"BFI Sanitary Landfill (Rockingham), Vermont","Rockingham, VT",NA,"Bing Maps","city/town","05101","05101","B5","G6350","S",72398851,1745449,43.1615062,-72.4856046,"ZCTA5 05101",4324,104,3883,172,18,14,0,0,133,41.2,59560,483,4131,132,4033,3887,146,35,58,88,0,NA
1677,"Known","Eveready Bennington","Vermont",NA,"Industry","Groundwater",NA,20,NA,NA,NA,"Battery manufacturing",NA,"https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Eveready Bennington, Vermont",42.87,-73.19,"Eveready Bennington, Vermont","Bennington, VT",NA,"Bing Maps","city/town","05201","05201","B5","G6350","S",256786783,895125,42.869216,-73.1285317,"ZCTA5 05201",14147,404,13220,86,66,54,46,7,264,46.6,49035,1279,13825,204,13453,12958,495,12,228,231,25,NA
1678,"Known","Eveready St. Albans","Vermont",NA,"Industry","Unknown",2016,NA,20,NA,NA,"Battery manufacturing",NA,"https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Eveready St. Albans, Vermont",44.81,-73.08,"Eveready St. Albans, Vermont","St Albans, VT",NA,"Bing Maps","city/town","05478","05478","B5","G6350","S",153492419,49399683,44.7915668,-73.1177628,"ZCTA5 05478",15173,178,14305,109,0,195,0,3,383,40.1,60757,1714,14717,399,14459,13648,811,76,10,645,131,NA
1687,"Known","Montpelier Wastewater Treatment Facility","Vermont",NA,"WWTP","Wastewater",2021,33,5,36,378,"Has received landfill leaechate","2021-PFAS-Surface-Water-Fish-Tissue-and-WWTF-Effluent-Monitoring-Report.pdf (vermont.gov)","PFAS in Surface Waters | Department of Environmental Conservation (vermont.gov)",NA,NA,"https://drive.google.com/drive/folders/1F7Uqaguouos6QFkUagBldH2SqqPUhhQn?usp=sharing","Montpelier Wastewater Treatment Facility, Vermont",44.25,-72.57,"Montpelier Wastewater Treatment Facility, Vermont","Montpelier, VT",NA,"Bing Maps","city/town","05602","05602","B5","G6350","S",227413638,2697535,44.2926399,-72.6246881,"ZCTA5 05602",11724,224,10923,42,9,199,0,17,310,46.2,66971,1311,11090,542,11166,10703,463,45,122,217,110,NA
1688,"Known","Moretown Landfill","Vermont",NA,"Landfill","Leachate",2018,2800,300,3100,NA,NA,"https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf","https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf","https://dec.vermont.gov/pfas",NA,NA,"Moretown Landfill, Vermont",44.25,-72.76,"Moretown Landfill, Vermont","Moretown, VT",NA,"Bing Maps","city/town","05660","05660","B5","G6350","S",97131294,557010,44.2616434,-72.7653993,"ZCTA5 05660",1566,12,1506,0,0,13,11,12,12,45.7,92958,198,1525,30,1519,1475,44,0,14,30,0,NA
1702,"Known","Rutland-Southern Vermont Regional Airport business park","Vermont",NA,"Airport","Groundwater",NA,19,8,87,NA,"AFFF used during training at the airport and a 1986 plane crash site there","N/A","https://www.rutlandherald.com/articles/hazardous-chemicals-found-in-airport-business-park-well/","https://dec.vermont.gov/pfas","https://drive.google.com/drive/u/0/folders/1A9YVxBZGusEMLpl39kb80VsK0ICi-NDf",NA,"Rutland-Southern Vermont Regional Airport business park, Vermont",43.52,-72.94,"Rutland-Southern Vermont Regional Airport business park, Vermont","Rutland Southern Vermont Regional Airport, VT",NA,"Bing Maps","Airport","05759","05759","B5","G6350","S",50976282,587786,43.5321102,-72.9648,"ZCTA5 05759",1526,13,1479,0,0,0,0,0,34,44.3,54020,142,1487,39,1433,1383,50,0,6,44,0,NA
1704,"Known","South Burlington Landfill","Vermont",NA,"Landfill","Leachate",2018,80,30,109,NA,NA,"https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf","https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf","https://dec.vermont.gov/pfas",NA,NA,"South Burlington Landfill, Vermont",44.46,-73.17,"South Burlington Landfill, Vermont","South Burlington, VT",NA,"Bing Maps","city/town","05403","05403","B5","G6350","S",42353819,441565,44.4448665,-73.1734678,"ZCTA5 05403",18919,589,15934,503,91,1046,0,0,756,39,75633,1994,16208,2496,18232,15872,2360,739,270,1622,425,NA
1705,"Known","South Burlington Wastewater Treatment Plant","Vermont",NA,"WWTP","Leachate",NA,5,23,NA,NA,"Received leachate from landfills, located on Aiport Pkwy",NA,"https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf",NA,NA,"https://drive.google.com/drive/u/0/folders/1Q3UuYSv9ESUsZkmazjq2sllIVcHK3JbL","South Burlington Wastewater Treatment Plant, Vermont",44.46,-73.17,"South Burlington Wastewater Treatment Plant, Vermont","South Burlington, VT",NA,"Bing Maps","city/town","05403","05403","B5","G6350","S",42353819,441565,44.4448665,-73.1734678,"ZCTA5 05403",18919,589,15934,503,91,1046,0,0,756,39,75633,1994,16208,2496,18232,15872,2360,739,270,1622,425,NA
1706,"Known","South Hero Landfill","Vermont",NA,"Landfill","Groundwater",2020,NA,NA,NA,3573,NA,"https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing","https://www.datawrapper.de/_/pmQX8/",NA,NA,NA,"South Hero Landfill, Vermont",44.64,-73.3,"South Hero Landfill, Vermont","South Hero, VT",NA,"Bing Maps","city/town","05486","05486","B5","G6350","S",37631380,84376123,44.6270923,-73.3092261,"ZCTA5 05486",1641,0,1566,36,10,16,0,0,13,48.3,101758,215,1597,39,1556,1526,30,0,3,23,4,NA
1707,"Known","Starksboro Landfill","Vermont",NA,"Landfill","Groundwater",2020,NA,NA,NA,296,NA,"https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing","https://www.datawrapper.de/_/pmQX8/",NA,NA,NA,"Starksboro Landfill, Vermont",44.21,-73.05,"Starksboro Landfill, Vermont","Starksboro, VT",NA,"Bing Maps","city/town","05487","05487","B5","G6350","S",120087718,485203,44.2103324,-72.9933729,"ZCTA5 05487",1504,37,1434,5,0,15,0,0,13,38,62981,181,1456,48,1459,1402,57,2,13,21,23,NA
1715,"Known","Bethlehem Military Compound","Virgin Islands","Virgin Islands National Guard Joint Force Headquarters","Military","Drinking Water",2018,NA,1,NA,10,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1-kjEn6vdiw2trj-XTOPCmodLVEgFRsKv","Bethlehem Military Compound, Virgin Islands",18.21,-64.66,"Bethlehem Military Compound, Virgin Islands","Virgin Islands",NA,"Bing Maps","Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,"Known","Blair Hangar AAOF","Virgin Islands",NA,"Military","Drinking Water",2018,NA,1,NA,13,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/1/folders/1DB1NvMolTP_6oq30_Pu7RJ4-lXGlX-zy","Blair Hangar AAOF, Virgin Islands",18.21,-64.66,"Blair Hangar AAOF, Virgin Islands","Virgin Islands",NA,"Bing Maps","Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,"Known","Francis Armory Nazareth","Virgin Islands","Sprat Hall Army National Guard Site","Military","Drinking Water",2018,NA,4,NA,26,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/1/folders/1-dhx6DP54S78gLWQjO4rxhXgKpP415WB","Francis Armory Nazareth, Virgin Islands",18.32,-64.85,"Francis Armory Nazareth, Virgin Islands","Nazareth, US Virgin Islands",NA,"Bing Maps","city/town","00802","00802","B5","G6350","S",77269356,30085012,18.3429392,-64.9251023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,"Known","Hams Bluff Army National Guard Site (St. Croix)","Virgin Islands","Hams Bluff Lighthouse","Military","Drinking Water",2018,NA,NA,NA,1,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/155MhccVyqz_ncciUlIF9YsmUgOUXOJt1","Hams Bluff Army National Guard Site (St. Croix), Virgin Islands",17.73,-64.76,"Hams Bluff Army National Guard Site (St. Croix), Virgin Islands","St Croix, US Virgin Islands",NA,"Bing Maps","Island","00820","00820","B5","G6350","S",111684870,13196002,17.7366271,-64.7082153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,"Known","Joint Base Langley-Eustis","Virginia",NA,"Military","Groundwater",2018,33000,2200000,2226000,2275000,"AFFF used at Joint Base Langley-Eustis","https://drive.google.com/file/d/11qG8rJFOeJqi_jrLFmHx0SeDLq9EhFTI/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1KptuMzrGi8DIxafGkFGiouAzpVal-S4R",NA,"Joint Base Langley-Eustis, Virginia",37.08,-76.36,"Joint Base Langley-Eustis, Virginia","Langley Air Force Base, VA",NA,"Bing Maps","MilitaryBase","23665","23665","B5","G6350","S",12724109,5463477,37.0839178,-76.3601253,"ZCTA5 23665",6855,1082,3908,886,89,300,228,76,286,22.1,62319,1270,6291,309,5866,5097,769,70,258,102,286,NA
1723,"Known","NALF Fentress","Virginia",NA,"Military","Groundwater",NA,NA,NA,52900,NA,"AFFF Naval Auxiliary Landing Field Fentress","https://www.cnic.navy.mil/content/dam/cnic/cnrma/pdfs/Environmental/Drinking_Water_and_Testing_Information/Installation_Scheduling_and_Results/Oceana/Fentress/Final%20NALF_Fentress_Basewide_PFAS_SI_Report.pdf","http://wtkr.com/2016/01/20/drinking-water-at-nalf-fentress-shows-pfc-chemicals-present/","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/installation_map/navfac_atlantic/midlant/oceana/fentress_pfas.html","https://drive.google.com/drive/u/0/folders/1QKXqUlFDznZk9NEZRKkRlyEbtjnj8kIT",NA,"NALF Fentress, Virginia",36.7,-76.19,"NALF Fentress, Virginia","Fentress, VA",NA,"Bing Maps","city/town","23322","23322","B5","G6350","S",486331790,17746068,36.6259882,-76.2677677,"ZCTA5 23322",65272,3370,51066,7020,25,1691,0,241,1859,39.8,112332,8508,61337,2569,62066,58127,3939,989,1677,1103,865,NA
1724,"Known","NASA Wallops Flight Center","Virginia",NA,"Military","Groundwater",2019,2500,1200,2930,6744,"AFFF used at Wallops Flight Center","https://www.nasa.gov/sites/default/files/atoms/files/final_nasa_wff_pfas_si_report.pdf","https://apnews.com/ad64d656f942466b8ecd201b47a8d29e","https://www.nasa.gov/feature/background-latest-information-on-pfas-at-nasa-wallops/","https://drive.google.com/drive/folders/1pf0aEtf5rlXE1uHxkVz6akgOjhNOQFEZ","https://drive.google.com/drive/folders/1B7jnt9s9jS4Mg3KQUkl6Mi0Sp3W3jgpX","NASA Wallops Flight Center, Virginia",37.94,-75.46,"NASA Wallops Flight Center, Virginia","Wallops Flight Facility Airport, VA",NA,"Bing Maps","Airport","23337","23337","B5","G6350","S",15779870,960716,37.940106,-75.4660255,"ZCTA5 23337",302,0,302,0,0,0,0,0,0,45.5,27067,24,302,0,286,286,0,0,0,0,0,NA
1725,"Known","Naval Air Station Oceana","Virginia",NA,"Military","Groundwater",2016,22600,471000,492200,562790,"AFFF used at Field","https://www.navfac.navy.mil/niris/MID_ATLANTIC/OCEANA_NAS/N60191_001287.pdf","https://www.cnic.navy.mil/content/dam/cnic/cnrma/pdfs/Environmental/Drinking_Water_and_Testing_Information/General_Information_and_Facts/CO_letter_NFE_Personnel.pdf","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/installation_map/navfac_atlantic/midlant/oceana/oceana_pfas.html","https://drive.google.com/drive/u/0/folders/1xKEraxTzOFTrX1KGueO4rzGQO1uUjdtX",NA,"Naval Air Station Oceana, Virginia",36.81,-76.03,"Naval Air Station Oceana, Virginia","Naval Air Station Oceana, VA",NA,"Bing Maps","Neighborhood","23460","23460","B5","G6350","S",15506819,0,36.8184881,-76.0316001,"ZCTA5 23460",1863,405,1035,313,0,41,0,0,69,21.2,NA,0,1729,109,1863,1559,304,0,236,41,27,NA
1726,"Known","Naval Weapons Station - Yorktown","Virginia",NA,"Military","Unknown",NA,NA,NA,NA,NA,"Identified by the Environmental Protection Agency (EPA) as having PFAS contamination. Provided to the Senate Committee on Environment and Public Works.",NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302869",NA,"https://drive.google.com/drive/u/0/folders/1UGRxryBYAvlzb3rPBC_5AjNtvccVb9zj","Naval Weapons Station - Yorktown, Virginia",37.23,-76.54,"Naval Weapons Station - Yorktown, Virginia","Naval Weapons Station Yorktown, VA",NA,"Bing Maps","TouristStructure","23690","23690","B5","G6350","S",29705128,6441784,37.2202864,-76.5183356,"ZCTA5 23690",4908,1118,2646,900,7,102,10,0,125,26.5,97000,804,4311,213,4762,4185,577,82,502,27,48,NA
1727,"Known","NAVSUP Fleet Logistics Center Norfolk","Virginia","Formerly Norfolk FISC","Military","Groundwater",NA,69,332,NA,NA,NA,"https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf",NA,"https://www.navsup.navy.mil/public/navsup/flcn/",NA,"https://drive.google.com/drive/u/0/folders/1Yir4z1sLqj8TuB5VdxXk2PyVT-sYYr7T","NAVSUP Fleet Logistics Center Norfolk, Virginia",36.84,-76.28,"NAVSUP Fleet Logistics Center Norfolk, Virginia","Norfolk, VA",NA,"Bing Maps","city/town","23523","23523","B5","G6350","S",5414631,2140660,36.8323892,-76.2720822,"ZCTA5 23523",7179,191,380,6314,0,127,0,0,167,29.4,32268,1203,6955,146,6286,6113,173,24,23,0,76,NA
1728,"Known","Norfolk Naval Base","Virginia",NA,"Military","Groundwater",NA,NA,NA,3373,NA,"AFFF used at Norfolk Virginia Naval Base","https://www.denix.osd.mil/derp/home/documents/pfos-pfoa-briefing-to-the-hasc/FY18%20HASC%20Brief%20on%20PFOS-PFOA_Mar2018.pdf","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","https://www.deq.virginia.gov/get-involved/the-environment-you/per-and-polyfluoroalkyl-substances-pfas","https://drive.google.com/drive/u/0/folders/1M1Scut6KPJD_7dQyfloKzUjDXmW5NOgP",NA,"Norfolk Naval Base, Virginia",36.95,-76.3,"Norfolk Naval Base, Virginia","Naval Base, VA",NA,"Bing Maps","city/town","23511","23511","B5","G6350","S",13247430,3249591,36.9372397,-76.3092149,"ZCTA5 23511",13926,2562,7508,2750,22,489,10,0,585,22.2,60682,129,12678,881,13742,11521,2221,128,1430,333,351,NA
1729,"Known","Norfolk Naval Shipyard","Virginia",NA,"Military","Groundwater",2017,506000,24400,512910,515624,NA,"https://drive.google.com/file/d/1FDK92LDsSllnarmGNbvbnQOxXYMG6RLR/view?usp=sharing","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html",NA,"https://drive.google.com/drive/u/0/folders/1ayj6zCCQxBFTLLcEBwKNCIgcY8v5jTca","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Norfolk Naval Shipyard, Virginia",36.78,-76.31,"Norfolk Naval Shipyard, Virginia","Norfolk Naval Shipyard, VA",NA,"Bing Maps","MilitaryBase","23323","23323","B5","G6350","S",212167014,4497675,36.6969746,-76.3799246,"ZCTA5 23323",40644,3493,20725,12797,34,1420,0,88,2087,35.5,85308,6140,36884,2429,38154,35139,3015,1079,1766,464,537,NA
1730,"Known","Richmond International Airport","Virginia","Byrd Field, Virginia Air National Guard 192nd Fighter Wing","Military","Groundwater",2018,588,1680,2268,6732,"AFFF used by the former 192nd Air National Guard Fighter Wing at Richmond International Airport","https://drive.google.com/file/d/1sQ-oNwJYDaG-BfrNz_6C79GQOyXvaFnr/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/Search.aspx","https://drive.google.com/drive/u/0/folders/1Q3UuYSv9ESUsZkmazjq2sllIVcHK3JbL",NA,"Richmond International Airport, Virginia",37.5,-77.32,"Richmond International Airport, Virginia","Richmond International Airport, VA",NA,"Bing Maps","Airport","23250","23250","B5","G6350","S",7689720,34654,37.5046602,-77.3208596,"ZCTA5 23250",0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
